NO_OF_FRAMES	1801
NO_OF_CAMERAS	12
NO_OF_MARKERS	22
FREQUENCY	30
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--
TIME_STAMP--
DATA_INCLUDED	3D
MARKER_NAMES	Head	neck	lsho	lelb	lwri	lhan	rsho	relb	rwri	rhan	t10	root	lhip	lknee	lank	lfoot	ltoe	rhip	rknee	rank	rfoot	rtoe	
14.628234	-147.245717	674.589772	9.756121	-73.888937	433.462150	169.126819	-105.416429	447.518770	246.470399	-104.105638	169.633969	214.607203	-183.510498	-41.518432	245.301450	-159.231210	-143.310133	-145.304820	-104.967092	447.038953	-221.497988	-113.079133	175.148119	-185.147318	-197.731216	-33.270344	-212.294920	-178.282550	-137.343297	3.476041	-2.871160	199.306133	0.000000	0.000000	0.000000	133.531379	-211.299589	-17.682612	159.937374	-145.288680	-479.361840	168.295511	-85.841561	-873.599883	135.613398	-197.826801	-912.360586	128.361451	-258.504921	-911.913308	-121.255333	-222.291013	-31.959900	-120.785363	-136.350936	-494.123755	-122.932676	-61.277724	-887.439304	-95.747133	-175.155681	-922.784726	-85.686969	-235.475386	-926.039468	
14.752842	-146.632434	674.765396	10.006359	-73.744442	433.493152	169.397335	-105.245926	447.377105	245.477310	-103.624951	169.145332	211.848050	-182.449144	-41.950738	241.893262	-157.996075	-143.894369	-145.035526	-104.864167	447.191818	-220.497011	-112.581340	175.085516	-182.937499	-196.329338	-33.483795	-209.726999	-176.435730	-137.565443	3.520021	-2.849032	199.305678	0.000000	0.000000	0.000000	133.609460	-211.244318	-17.753046	159.865729	-145.216521	-479.438398	168.054036	-85.775333	-873.680900	135.451839	-197.795094	-912.409139	128.235269	-258.477505	-911.971885	-121.192101	-222.325972	-31.956571	-120.808746	-136.640879	-494.167848	-123.169955	-61.519566	-887.472987	-95.929970	-175.371203	-922.861261	-85.853821	-235.691733	-926.050591	
14.917202	-145.916715	674.966239	10.300435	-73.567139	433.529480	169.713558	-105.035779	447.232461	244.346316	-103.126906	168.610823	208.697455	-181.341701	-42.380494	237.991086	-156.727586	-144.503947	-144.719338	-104.727730	447.384599	-219.388074	-112.063918	175.049162	-180.371649	-194.844320	-33.638943	-206.723614	-174.505540	-137.746245	3.571305	-2.815977	199.305236	0.000000	0.000000	0.000000	133.681076	-211.193849	-17.814264	159.778117	-145.165437	-479.508556	167.784968	-85.731888	-873.755936	135.268617	-197.787935	-912.451360	128.098041	-258.475843	-912.020447	-121.128991	-222.365079	-31.923732	-120.852363	-137.000575	-494.194401	-123.456486	-61.837625	-887.490052	-96.145327	-175.658099	-922.923683	-86.063299	-235.982598	-926.017947	
15.119393	-145.169802	675.173226	10.605006	-73.378975	433.567800	170.039375	-104.812781	447.102520	243.226806	-102.707869	168.099152	205.573855	-180.394890	-42.738969	234.121019	-155.669216	-145.046700	-144.391954	-104.574825	447.597696	-218.318496	-111.616897	175.052093	-177.754358	-193.539584	-33.679375	-203.627165	-172.838131	-137.835364	3.625325	-2.780712	199.304756	0.000000	0.000000	0.000000	133.727851	-211.161654	-17.844829	159.682686	-145.165546	-479.551756	167.516739	-85.739221	-873.803696	135.087444	-197.831100	-912.468384	127.970518	-258.525352	-912.041503	-121.067878	-222.408470	-31.853205	-120.904535	-137.392480	-494.188150	-123.750839	-62.210367	-887.478460	-96.359912	-175.997934	-922.956177	-86.282912	-236.329465	-925.927289	
15.363342	-144.442048	675.373182	10.888347	-73.198687	433.605023	170.341879	-104.599482	446.989780	242.247789	-102.432397	167.653865	202.835379	-179.758422	-42.995321	230.753850	-155.006413	-145.470040	-144.086549	-104.425091	447.809609	-217.396029	-111.301354	175.093149	-175.348715	-192.614380	-33.583195	-200.733148	-171.684640	-137.813704	3.679558	-2.748967	199.304202	0.000000	0.000000	0.000000	133.747487	-211.149911	-17.836611	159.592294	-145.226492	-479.560094	167.271184	-85.811469	-873.816791	134.932296	-197.938388	-912.455593	127.874678	-258.639578	-912.030680	-121.004935	-222.457814	-31.747627	-120.948793	-137.798771	-494.148092	-124.020380	-62.630137	-887.439284	-96.544208	-176.384133	-922.958720	-86.484442	-236.726028	-925.773648	
15.656532	-143.761300	675.557323	11.127038	-73.033847	433.638751	170.597462	-104.407303	446.885661	241.513892	-102.324935	167.296259	200.745281	-179.499862	-43.150130	228.234796	-154.830446	-145.760644	-143.827156	-104.292063	447.998368	-216.685079	-111.151181	175.160494	-173.345374	-192.177014	-33.363093	-198.264537	-171.183667	-137.693036	3.728963	-2.717682	199.303713	0.000000	0.000000	0.000000	133.750445	-211.151511	-17.795447	159.522043	-145.335073	-479.538284	167.065877	-85.946570	-873.801584	134.826894	-198.109202	-912.420212	127.833899	-258.817874	-911.995695	-120.931699	-222.515860	-31.619641	-120.969886	-138.220946	-494.086626	-124.243578	-63.098132	-887.384942	-96.675325	-176.818639	-922.940246	-86.646518	-237.174519	-925.558981	
15.998815	-143.142840	675.721059	11.315873	-72.883470	433.669049	170.799597	-104.238768	446.798316	241.111596	-102.399553	167.054594	199.466823	-179.632087	-43.199015	226.753739	-155.145835	-145.907432	-143.619694	-104.176455	448.153382	-216.209540	-111.178878	175.247701	-171.855909	-192.242726	-33.047786	-196.380598	-171.361412	-137.493622	3.776531	-2.684889	199.303262	0.000000	0.000000	0.000000	133.741699	-211.162004	-17.736581	159.478623	-145.476913	-479.500055	166.913652	-86.142906	-873.773626	134.781946	-198.341054	-912.378489	127.855830	-259.057389	-911.953399	-120.849666	-222.579516	-31.484959	-120.963160	-138.666988	-494.021468	-124.405147	-63.611683	-887.331235	-96.743194	-177.301674	-922.911344	-86.766899	-237.676433	-925.283894	
16.382729	-142.595323	675.863637	11.473932	-72.744861	433.697782	170.964577	-104.096647	446.751146	241.106156	-102.659171	166.962293	199.068063	-180.131456	-43.124773	226.344390	-155.891791	-145.894475	-143.444811	-104.075011	448.281389	-215.956770	-111.387550	175.363137	-170.914742	-192.766684	-32.661511	-195.172990	-172.161365	-137.224318	3.837913	-2.655344	199.302485	0.000000	0.000000	0.000000	133.728631	-211.175620	-17.672886	159.464084	-145.640453	-479.457743	166.822101	-86.398428	-873.746590	134.798738	-198.630412	-912.343127	127.937713	-259.354135	-911.917873	-120.761623	-222.646709	-31.347386	-120.927884	-139.154305	-493.959900	-124.495771	-64.169946	-887.282078	-96.743460	-177.834204	-922.874038	-86.851178	-238.233908	-924.944170	
16.789206	-142.116893	675.987543	11.623402	-72.617177	433.726137	171.113181	-103.980940	446.761292	241.512534	-103.079199	167.034947	199.514871	-180.937386	-42.917501	226.936821	-156.985284	-145.715869	-143.280045	-103.983906	448.393352	-215.906411	-111.766777	175.518531	-170.516457	-193.670657	-32.224358	-194.677563	-173.472533	-136.889056	3.928000	-2.633990	199.301013	0.000000	0.000000	0.000000	133.722968	-211.184501	-17.609493	159.478848	-145.811688	-479.416222	166.792168	-86.706581	-873.726449	134.875293	-198.970810	-912.317416	128.074746	-259.701340	-911.892833	-120.661911	-222.722021	-31.195993	-120.858947	-139.701238	-493.893364	-124.510111	-64.769180	-887.224745	-96.672328	-178.411954	-922.818559	-86.899048	-238.841947	-924.540757	
17.197318	-141.697011	676.097134	11.784396	-72.500800	433.754259	171.265969	-103.890151	446.828171	242.289523	-103.608240	167.258350	200.698741	-181.963537	-42.590133	228.414817	-158.346306	-145.387101	-143.104831	-103.902512	448.496597	-216.031138	-112.290503	175.719718	-170.629122	-194.859223	-31.757184	-194.871835	-175.153861	-136.496918	4.055540	-2.623686	199.298595	0.000000	0.000000	0.000000	133.736377	-211.180955	-17.550090	159.525667	-145.968776	-479.377666	166.824422	-87.055662	-873.716894	135.013904	-199.351318	-912.304236	128.267746	-260.087920	-911.880491	-120.536656	-222.813670	-31.025287	-120.744126	-140.312695	-493.815621	-124.441750	-65.398821	-887.150031	-96.521737	-179.022044	-922.741855	-86.892103	-239.484295	-924.103236	
